pat_no,claim_no,claim_txt,dependencies,ind_flg,appl_id
3930601,1,"1. A tractor mechanism for advancing sheet material that has spaced apertures therealong; said mechanism comprising:a. a supporting frame;b. a drive sprocket having a plurality of grooves along the periphery thereof; a drive shaft on which said sprocket is mounted and which rotates said sprocket; said shaft being supported on said frame, thereby supporting said sprocket with respect to said frame;c. a stationary, substantially U-shaped idler means; means on said frame supporting said idler means; the peripheral surface of said idler means and said sprocket defining an oval-shaped guide path;d. closed loop belt means entrained around said sprocket periphery and said idler means peripheral edge and being supported by and guided for motion around said sprocket and said idler means; said belt means spaced teeth;e. a plurality of pin feed assemblies secured to and arrayed along each tooth of said belt means and having pin tabs that project to one side of said belt means, each pin tab having an upwardly extending feed pin for engaging the perforations in the sheet material;f. each of said assemblies having sprocket engaging elements on the tooth side of said belt selectively receivable by the sprocket grooves along said sprocket periphery, for rotating said belt and pin feed assemblies.",,1,05526372
3930601,22,"22. The pin feed assembly of claim 21, further comprising a door hingeably mounted to said second frame and biased towards said second frame to overlie said pins and said belt means;said door having an elongated slot aligned with said pins to permit said pins to extend through said slot and freely move therealong.",21,0,05526372
3930601,10,"10. A tractor mechanism for advancing sheet material having spaced apertures therealong; said mechanism comprising:a. a supporting frame;b. a drive sprocket; a drive shaft on which said sprocket is mounted and which rotates said sprocket; said shaft being supported on said frame, thereby supporting said sprocket with respect to said frame; said drive shaft being profiled around its exterior for engaging a clamping means;c. clamping means for embracing said drive shaft and comprising a plurality of separate clamping pieces, each shaped to have a profiled surface portion that conforms to a respective part of said profiled exterior of said drive shaft; each said clamping piece embracing said drive shaft in registry with its respective said portion of said exterior of said drive shaft with which its said profiled surface portion conforms;d. means adjustably securing said clamping pieces to said sprocket whereby said drive shaft rotates said sprocket without play;e. idler means spaced from said sprocket; means on said frame for supporting said idler means; said idler means having a substantially U-shaped peripheral edge; the curved end of said idler means being remote from said sprocket, the peripheries of said sprocket and of said idler means collectively defining an oval shaped guide path for a continuous belt means;f. closed loop belt means entrained about said sprocket and said idler means;g. a plurality of pins projecting outwardly from said belt for engaging the perforations in sheet material;h. sprocket engaging elements on said belt; said sprocket periphery having a plurality of spaced grooves whereby rotation of said sprocket advances said elements and said belt.",,1,05526372
3930601,6,"6. The tractor mechanism of claim 1, wherein the radius of said sprocket and the radius of the curved end of said idler means are substantially equal; said idler means peripheral surface extending away from its said curved end and toward said sprocket in a manner such that a pair of spaced linear pathways separated by a distance substantially equal to the diameter of said sprocket is defined; said peripheral surface of said idler means supporting and engaging said belt means.",1,0,05526372
3930601,5,"5. The tractor mechanism of claim 3 wherein:said drive shaft has a non-cylindrical cross-section;clamping means for securing said drive shaft to said sprocket; said clamping means comprising a plurality of separate clamping pieces, each shaped to have a surface that conforms to a respective part of said profiled exterior of said drive shaft; each said clamping piece being positioned to embrace said drive shaft with its said surface in registry with its respective said portion of said exterior of said drive shaft with which it conforms; adjustable means for securing said clamping pieces to said sprocket to substantially eliminate any play between the rotating elements.",3,0,05526372
3930601,11,"11. The tractor mechanism of claim 10, wherein said means securing said clamping pieces to said sprocket comprises a bushing surrounding said drive shaft; said bushing having a flange projecting radially outwardly with respect to said drive shaft; said clamping pieces being secured to said bushing flange; said sprocket being secured to said bushing.",10,0,05526372
3930601,18,"18. The tractor mechanism of claim 17, further comprising:an oval shaped belt supporting surface positioned to provide a supporting surface for said pin support arms;a plate positioned to engage said pin frames and press said pin frames towards said elongated support element to confine said pin support arms between said elongated belt means support element and said plate.",17,0,05526372
3930601,15,"15. The tractor mechanism of claim 14, further comprising:a door hingedly connected to said frame and positioned such that in a closed position, said door extends over the outside of the projecting said pins, and in an open position, said door permits free access to said pins;said door having an elongated slot formed therein and positioned to be aligned with said pins when said door is in closed position; said door in said hingedly closed position being located such that said pins project outwardly through said door slot.",14,0,05526372
3930601,21,"21. The pin feed assembly of claim 20, wherein said first frame is provided with an oval-shaped surface adjacent said sprocket and said idler for slidably supporting said tabs.",20,0,05526372
3930601,3,"3. The tractor mechanism of claim 2, wherein said pin feed assemblies are each further comprised of:a first upstanding flange extending along one side edge of said belt means and including a second upstanding flange extending along the opposite side edge of said belt means;a joining rib spanning between said flanges and adapted to engage a tooth along one surface and a sprocket groove along the opposite surface;said first and said second flanges having opposite ends that face toward the flange ends of the adjacent assemblies; said first and said second pin frame flanges being of a length along said belt means such that on an operative perforation engaging portion of the path of said belt means between said sprocket and said end of said idler means, the flange ends of adjacent assemblies abut one another to maintain the assemblies in alignment and prevent twisting.",2,0,05526372
3930601,13,"13. The tractor mechanism of claim 12, wherein said drive shaft is of square profile and each said clamping piece profiled surface portion is shaped to define a right angle corner notch, with the lengths of the sides of each notch being shorter than the lengths of the sides of the square profile of said drive shaft.",12,0,05526372
3930601,23,"23. The pin feed assembly of claim 22, wherein said hinge assembly comprises a pair of spaced flanges on the hinge end of said door;a cooperating pair of flanges on said second frame;each of said door flanges and said second frame flanges having axially aligned openings;an elongated pin extending through the openings in said door flanges and said second frame flanges from hingedly mounting said door to said second frame;a biasing spring having a first end secured to said door adjacent one of said door flanges and a second end secured to said second frame adjacent that said one of the second frame flanges closest to said one door flange for biasing said door towards said first frame.",22,0,05526372
3930601,17,"17. A tractor mechanism for advancing sheet material that has spaced apertures therealong; said mechanism comprising:a. a supporting frame;b. a drive sprocket; a drive shaft on which said sprocket is mounted and which rotates said sprocket; said shaft being supported on said frame, thereby supporting said sprocket with respect to said frame;c. U-shaped idler means spaced from said sprocket; means on said frame for supporting said idler means; said idler means having a curved end remote from said sprocket; said sprocket periphery and said idler means periphery cooperatively defining a guide path for a closed loop belt means;d. closed loop belt means passing around the peripheries of said sprocket and said idler means and being moved by said sprocket means;e. a plurality of pin frames secured to and arrayed along said belt means are each supporting an outwardly projecting pin for engaging a perforation in said sheet material; each said pin frame being individually secured on belt means; each said pin frame including a first upstanding flange extending along one side edge of said belt means and including a second upstanding flange extending along the opposite side edge of said belt means;f. said first and said second flanges having opposite ends that face toward the flange ends of neighboring pin frame flanges; said first and said second pin frame flanges being of a length along said belt means such that on an operative, perforation engaging portion of the path of said belt means between said sprocket and said end of said idler means, the said pin frame first flange opposite ends of one said pin frame each abut a respective said pin frame first flange end of the neighboring said pin frames, and the said pin frame second flange opposite ends of one said pin frame each abut a respective said pin frame first flange end of the neighboring said pin frames, and the said pin frame second flange opposite ends of one said pin frame each abut a respective said pin frame second flange end of the neighboring said pin frames, to thereby prevent twisting of said pin frames;g. a pin support arm projecting outwardly with respect to said belt means one edge and from each said first frame flange; an upwardly extending pin affixed on each said pin support arm;h. said sprocket having a plurality of grooves, said frames each having a sprocket engaging portion on said belt and adapted to be received by a groove on said sprocket periphery, whereby rotation of said sprocket causes movement of said belt and said frames.",,1,05526372
3930601,4,"4. The tractor mechanism of claim 3, wherein said operative perforation engaging portion of said belt means path is straight and between said sprocket and the curved end of said idler means.",3,0,05526372
3930601,12,"12. The tractor mechanism of claim 10, wherein said drive shaft has polygonal shaped cross-section and each said clamping piece profiled surface portion is shaped to conform to a portion of said polygonal cross-section.",10,0,05526372
3930601,7,"7. The tractor mechanism of claim 1, wherein said support means on said frame for said idler means is adapted to enable adjustable positioning of said idler means with respect to the position of said sprocket, for obtaining the desired tensioning of said belt means.",1,0,05526372
3930601,8,"8. The tractor mechanism of claim 6, wherein said support means further comprises a projection extending outwardly from said frame; a notch in said idler means slidably engaging said frame projection; said frame projection having elongated sidewalls extending in a direction between said sprocket and said idler means end; said idler means notch having elongated walls engaging said frame projection sidewalls, thereby causing said frame projection to guide shifting of said idler means parallel to said projection side walls.",6,0,05526372
3930602,5,"5. An apparatus as claimed in claim 4, wherein said tray is air-permeable.",4,0,
3930602,7,"7. An apparatus as claimed in claim 1, wherein said screen means is air-permeable.",1,0,
3930602,1,"1. An apparatus for transferring threads from the spinning-and-finishing part of a machine for continuous production of artificial threads to the take-up and winding arrangement thereof, comprising: a plurality of thread guiding tubes each having the inlet end thereof situated adjacent to said spinning and finishing part and having the outlet end thereof situated adjacent to said take-up and winding arrangement; a plurality of thread guides mounted on said ends of said tubes and adapted to center individual threads along the axes of respective tubes; an ejector means mounted on said inlet end of each said tube and adapted to feed respective threads into said tube by directing a stream of air toward said outlet end thereof; each of said thread guides mounted on said outlet ends of said tubes including a cup-shaped member having a bottom and a side wall; an aperture made in the center of said bottom of each said cup-shaped member; a port made in said side wall of each said cup-shaped member, having a size greater than that of said aperture and communicating therewith; a screen means mounted adjacent to said cup-shaped member of each said tube in opposition to said port thereof and adapted to separate the adjacent ones of said threads and to slow down the jet of air issuing from said tube together with a respective thread, as the latter is being fed through said tube.",,1,
3930602,4,"4. An apparatus as claimed in claim 3, wherein a tray is provided to underlie said screen means and said cup-shaped members.",3,0,
3930602,3,"3. An apparatus as claimed in claim 1, wherein said cup-shaped members are arranged on respective tubes so that said ports of the adjacent ones of said cup-shaped members are oriented in diametrally opposing directions, said screen means being made in the form of a partition successively enveloping said cup-shaped members on the side of said ports thereof.",1,0,
3930602,6,"6. An apparatus as claimed in claim 1, wherein said screen means is of an arcuate shape and is mounted next to said cup-shaped member to envelope the latter on the side of said port thereof and on the side of said aperture thereof.",1,0,
3930602,2,"2. An apparatus as claimed in claim 1, wherein said aperture in said bottom of said cup-shaped member has a diameter smaller than the diameter of said thread guiding tube.",1,0,
3930603,6,"6. The invention defined in claim 5, wherein the plastic web includes a plurality of spokes extending generally radially outwardly between the hub and the rim, each of the spokes having a cross-sectional shape which is curved.",5,0,
3930603,8,"8. A low inertia, highly elastic capstan for use in a digital magnetic tape transport, said capstan including an inner hub portion rotatable about an axis, a thin, elastic outer rim portion generally concentrically disposed about the inner hub portion and having a cylindrical outer circumference adapted to engage and drive a magnetic tape, and at least two web elements extending between and mounting the outer rim portion on the inner hub portion, said web elements being circumferentially and radially rigid to maintain the rim rotationally and radially fixed relative to the hub and having thin walls which may be substantially flexed without permanent deformation, a substantial portion of the capstan being made of plastic.",,1,
3930603,18,"18. The capstan as set forth in claim 17 above, wherein the relationship is ##EQU6##",17,0,
3930603,17,"17. The capstan as set forth in claim 16 above, wherein the rim is deformable by stress into a smaller radius than the unstressed radius thereof in accordance with the relationship ##EQU5## where a is half the thickness of the rim, R.sub.s is the mean radius of the material of the rim under stress and R is the mean unstressed radius of the material of the rim.",16,0,
3930603,13,"13. The invention defined in claim 12, wherein the material comprising at least the outer rim and the webs has a strain at yield greater than 0.003, and has a tensile modulus of elasticity less than 30 .times. 10.sup. 5 pounds per square inch, and wherein the capstan has a ratio of inertia to diameter less than 0.5 millinch-ounce-second.sup.2 per inch.",12,0,
3930603,2,"2. The invention defined in claim 1, wherein the hub, the conical web elements and the rim are made of plastic.",1,0,
3930603,5,"5. A capstan for use in a digital magnetic tape transport comprising:a generally cylindrical hub;a hollow, generally cylindrical rim generally concentrically disposed about the hub, the rim having a thin, cylindrical outer circumference and being capable of substantial flexure without permanent deformation; andat least one generally circular plastic web disposed between and mounting the rim on the hub to maintain circumferential and axial rigidity between the rim and hub during tape transport operation.",,1,
3930603,10,"10. The invention defined in claim 8, wherein the plastic portion of the capstan comprises thermoplastic polycarbonate resins.",8,0,
3930603,9,"9. The invention defined in claim 8, wherein all of the capstan is made of plastic.",8,0,
3930603,3,"3. The invention defined in claim 1, wherein the conical web elements have a thickness of approximately 0.01 inch or less and are concentrically disposed on the hub so as to be separated by distances in the vicinity of the hub which are greater than the distances which separate the conical web elements in the vicinity of the rim.",1,0,
3930603,16,"16. A resiliently deformable capstan for driving magnetic tape in a digital tape transport comprising:in inner hub;an elastic outer rim disposed concentrically about the inner hub; andmeans connecting the outer rim to the inner hub in a manner inhibiting substantially all relative motion therebetween in a circumferential direction of rotation while permitting substantial axial motion of the outer rim relative to the hub without permanent deformation of the capstan, said means including a pair of at least partially conical web elements mounted at opposite sides of the hub.",,1,
3930603,11,"11. The invention defined in claim 8, wherein the plastic portion of the capstan comprises a thermoplastic nylon resin.",8,0,
3930603,14,"14. A low inertia, highly elastic capstan for use in a digital magnetic tape transport, said capstan including an inner hub portion rotatable about an axis, an outer rim portion generally concentrically disposed about the inner hub portion and adapted to engage and drive a magnetic tape, and a web portion including two at least partially conical web elements mounted on opposite sides of the hub and extending between and mounting the outer rim portion on the inner hub portion, the capstan having a diameter of at least approximately 11/2 inches and an inertia at least as low as 0.4 millinch-ounce-seconds.sup.2.",,1,
3930603,4,"4. A low inertia capstan for use in a digital magnetic tape transport comprising:a generally cylindrical hub rotatable about a central axis thereof;a pair of at least partially conical web elements mounted at opposite sides of the hub for rotation therewith, said web elements having a spacing therebetween in the vicinity of the hub which is greater than a spacing therebetween in the vicinity of a rim and being circumferentially rigid to maintain a rim rotationally fixed relative to the hub and having thin walls which may be substantially flexed without permanent deformation; anda hollow, generally cylindrical rim mounted on the pair of partially conical web elements, the rim including a pair of radial flanges on the inside thereof disposed between and adjacent respective ones of the conical web elements.",,1,
3930603,12,"12. A low inertia, highly elastic capstan for use in a digital magnetic tape transport, said capstan including an inner hub rotatable about an axis, a flexible outer rim generally concentrically disposed about the inner hub and adapted to engage and drive a magnetic tape, and two at least partially conical, thin webs mounted on opposite sides of the hub which may be flexed without permanent deformation extending between and mounting the outer rim portion on the inner hub portion, the rim and webs being comprised of material having a strain at yield greater than 0.015.",,1,
3930603,19,"19. The capstan as set forth in claim 16 above, wherein the connecting means includes a pair of web members having a thickness less than or equal to 0.010 inch.",16,0,
3930603,1,"1. A low inertia capstan for use in a digital magnetic tape transport comprising:a generally cylindrical hub rotatable about a central axis thereof;a pair of at least partially conical web elements mounted on opposite sides of the hub for rotation therewith, said web elements being circumferentially rigid to maintain a rim rotationally fixed relative to the hub and having thin walls which may be substantially flexed without permanent deformation; anda hollow, generally cylindrical rim mounted on the pair of partially conical web elements.",,1,
3930603,21,"21. A capstan for driving magnetic tape comprising:a generally cylindrical inner hub;a resiliently deformable outer rim disposed concentrically about the inner hub; anda pair of thin, at least partially conical web members mounted in spaced apart relationship concentric with the inner hub and connected to maintain the hub and rim in a predetermined relationship, said web members having substantial rigidity with respect to relative motion between the rim and hub in a circumferential direction of rotation and being resiliently deformable in response to relative motion between the rim and hub in other directions.",,1,
3930603,7,"7. The invention defined in claim 6, wherein each of the spokes includes a pair of flanges disposed on opposite sides thereof along a substantial portion of the length thereof between the hub and the rim, the flanges extending in directions generally normal to the web.",6,0,
3930603,22,"22. The capstan as set forth in claim 21 above, wherein the web members are generally conical in shape and are mounted in facing relationship with the greater spacing adjacent the hub and the least spacing adjacent the rim.",21,0,
3930603,20,"20. The capstan as set forth in claim 16 above, wherein the connecting means includes a pair of thin web members having radially extending spokes with a minimum width in the circumferential direction at least 15 times the thickness of the material of the spokes.",16,0,
3930603,15,"15. The invention defined in claim 14, wherein the capstan diameter is at least approximately 21/2 inches and the capstan inertia is no greater than 0.3 millinch-ounce-seconds.sup.2.",14,0,
3930604,2,"2. A stapler tool as set forth in claim 1 wherein the trigger actuating means comprises:a. a sleeve adjacently secured to the lower end of said handle having a center line extending in a horizontal direction and having a first open end above the trigger and a second open end overhanging the head of the tool in the direction of the walking stick means;b. a torque rod pivotally mounted in the sleeve and extending out from each open end thereof;c. an arming lever fixedly mounted on the end of the torque rod extending out the second end of the sleeve generally extending in a direction at right angles relative thereto, and having a working clearance relative to the head of the tool;d. a torque arm fixedly mounted at one end to the first end of the torque rod and generally extending in a direction at right angles relative thereto, ande. a trigger actuating arm integrally formed at one end to the second end of the torque arm and generally extending in a direction under the handle of the tool and operationally contacting the trigger thereat from below.",1,0,
3930604,1,"1. In a stapler tool for use on roofing decks of the class described, a frame, a tool handle on said frame, a staple driver head mounted on said frame, a handle connected to said head adjacent to the top thereof and extending in a direction opposed to the staple driver, a staple magazine connected to said head adjacent the base thereof, a trigger pivotally connected to the under side of the handle adjacent to the head thereof, and a deck contact trip assembly mounted on said head said trigger and said deck contact trip assembly being simultaneously actuatable to operaate said staple driver head, said deck contact trip assembly comprising a trip lever and a trip guide, a contact trip lever arm slidingly engaging said trip guide for movement in the vertical direction thereon and extending downwardly and outwardly from engagement therewith, deck contacting means mounted on said contact trip lever arm extending downward therefrom substantially in line with the staple driver; a heel end pivot means mounted on the magazine on the end thereof opposed to the head of the frame, a walking stick means removably mounted on the upper portion of the head of the frame extending upwardly and outwardly therefrom, and an operator actuated trigger actuating means mounted on the walking stick assembly adjacent to the top of the head, whereby the operator may actuate the trigger and by shifting the terminal free end of the walking stick trip the contact trip assembly to drive a staple.",,1,
3930604,3,"'3. A stapler tool comprising a head end and staple driving head mounted thereon, a handle having a trigger mounted on the under side thereof connected to and extending from one side of the head end, a walking stick connected to and extending upwardly and outwardly from the other side of the head end, a staple magazine connected to the head end of the tool and extending therefrom and spaced below and in parallel relation to the tool handle, a trigger actuating assembly actuatable through said walking stick adjacent to and extending below the tool handle thereof in transverse relation thereto and in contact from below with the lower side of the trigger, a heel end wheel assembly mounting to the heel end of the magazine a bracket secured to said head having one flange portion extending in a horizontal plane and another flange portion extending down in a vertical plane over the head end of the tool, said vertical flange having a pair of spaced side flanges forming a ''T'' slot a ''T'' plate having ears on the side edges thereof slidably mounted in the ''T'' slot and fixedly connected to one end of the walking stick at the head end of the tool, a pivot sleeve mounted to the lower end of the walking stick and ''T'' plate and having its axis extending horizontally, a torque rod pivotally mounting in the sleeve with both ends extending outwardly therefrom, a lever fixedly mounted on one end of the torque rod and terminating under the stick, the other end of said torque arm having a portion depending vertically at one side of said handle and terminating in a right angled cam arm extending below and in contact with the trigger of the tool, a trip guide mounted on the head end of of the tool, a contact trip lever arm slidingly installed in the trip guide for vertical guidance relative thereto, a yoke mounting to the lower end of the trip lever arm, arms extending from said yoke to a lower level adjacent to the driving head and having slots therein, a yoke axle loosely mounting in the slots and held in transverse relation therein relatiive to the handle of the tool, collars fixedly mounting on each outstanding end of the yoke axle outside of the yoke arms, an axle support bracket having a heel plate fastened in vertical relation to the heel end of the magazine of the tool and a shoe plate extending in a horizontal plane relative thereto, a wheel axle mounting to the under side of the shoe plate in transverse relation to the magazine, and wheels rotatably mounting on each end of said axle.'",,1,
3930605,2,"2. A method of fabricating a conformable sandwich structure comprising the steps of:forming a rigid sheet to the desired configuration;securing a flexible core to one face of said rigid sheet;forming a compliant sheet to the desired configuration;placing said formed compliant sheet in juxtaposition to said core;placing said rigid sheet with said flexible core secured thereto in abutment to a mandrel;securing the edges of said compliant sheet to said mandrel; andcreating a vacuum between said mandrel and said compliant sheet, whereby said sheet is drawn into abutment to said core.",,1,
3930605,3,"3. A method of fabricating a sandwich structure comprising the steps of:forming a rigid sheet to the desired configuration;securing a core to one face of said rigid sheet;placing said rigid sheet with said core secured thereto in abutment to a mandrel;forming a compliant sheet to the desired configuration;placing said formed compliant sheet in complementary juxtaposition to said core;perforating said formed compliant sheet in juxtaposition to said core;securing a second compliant sheet to said mandrel to form a hermetic chamber; andcreating a vacuum between said mandrel and said second compliant sheet, whereby said second compliant sheet causes said perforated compliant sheet to abut said core.",,1,
3930605,1,"1. A method of fabricating a sandwich structure comprising the steps of:forming a rigid sheet to the desired configuration;securing a core to one face of said rigid sheet;placing said rigid sheet with said core secured thereto in abutment to a mandrel;forming a compliant sheet to the desired configuration;placing said formed compliant sheet in complementary juxtaposition to said core;securing said compliant sheet to said mandrel to form a hermetic chamber;creating a vacuum between said core and said compliant sheet, whereby said sheet is caused to abut said core; andsecuring said compliant sheet to said core.",,1,
3930606,1,"1. A method of soldering a wire to a terminal comprising:positioning each of a plurality of terminals at a given position,releaseably securing a separate, different wire to each of said terminals,disposing a heat shrinkable tube and solder ring about each said wire at said terminals, anddirecting a stream of hot gaseous fluid at said given position at a gradually increasing temperature and pressure for melting said solder and shrinking said tube.",,1,
3930606,7,7. The combination of claim 6 wherein said fluid redirecting means is a fluid baffle coupled with said conveying means for deflecting and forming said first stream into said second stream.,6,0,
3930606,6,"6. In combination:conveying means,connector receiving means mounted on the conveying means at a given position for receiving a connector terminal, a wire to be secured to said terminal, and a heat shrinkable tube and solder ring disposed about said wire at said terminal,a source of a first hot gaseous fluid stream having a given temperature and pressure mounted adjacent said conveying means and arranged to direct said first stream in a first direction, andfluid redirecting means coupled with said conveying means for redirecting said first stream into a second stream flowing in a second direction at a temperature and pressure lower than said given temperature and direction,said receiving means, redirecting means and said source being arranged to initially direct said second stream and then said first stream at said given position to sequentially increase the temperature and pressure of the gaseous fluid directed at said given position from said lower temperature and pressure to said given temperature and pressure.",,1,
3930606,4,"4. An apparatus for soldering a wire to a terminal using a heat shrinkable tube and solder ring disposed about said wire at said terminal comprising:terminal receiving and positioning means for receiving and positioning each of a plurality of terminals at a given position,wire securing means mounted on said positioning means for releaseably securing a separate, different wire adjacent each said terminals, andfluid directing means mounted adjacent said given position for directing a stream of hot gaseous fluid at said given position at a gradually increasing temperature and pressure for melting said solder and shrinking said tube.",,1,
3930606,2,2. The method of claim 1 wherein said directing step includes changing the direction and length of path of said stream.,1,0,
3930606,5,"5. The apparatus of claim 4 wherein said directing means includes a source of said stream and a fluid baffle disposed adjacent said receiving and positioning means for deflecting said fluid from said source to said tube and solder ring when disposed about said wire, said fluid directing means and said receiving and positioning means being arranged to sequentially apply said deflected fluid first and then the undeflected fluid at said position to preheat said tube and solder ring with said deflected fluid.",4,0,
3930606,3,"3. The method of claim 1 wherein said directing step includes forming a stream of hot gaseous fluid, deflecting said formed stream of fluid toward said tube and solder ring, and then directing said formed stream of fluid directly on said tube and solder ring after said deflected stream of fluid impinges upon said tube and ring.",1,0,
3930607,21,21. A container in accordance with claim 20 wherein said first closure means comprises a flat circular closure having an edge thickness less than D and being sized to fit within said first end of said body and to contact an unattached portion of each said inner supporting panel.,20,0,
3930607,30,"30. A blank in accordance with claim 28 wherein each said supporting panel group additionally comprises two outer supporting panels, each of said outer supporting panels being connected to the other and to its adjacent spacing panel and being unconnected to any other portion of said container, said outer supporting panels being spaced from said inner supporting panels by a distance D.",28,0,
3930607,2,2. A container in accordance with claim 1 wherein each said inner supporting panel is connected along a score line to an adjacent spacing panel.,1,0,
3930607,8,8. A container in accordance with claim 7 wherein said first hinged line of attachment and one of said second score line portions intersect at one corner of each said outer supporting panels; wherein each said outer supporting panel is attached to other portions of said container only along said first hinged line of attachment and along one of said second score line portions; wherein said second hinged line of attachment and one of said first score line portions intersect at one corner of each said inner supporting panels; and wherein each said inner supporting panel is attached to other portions of said container only along said second hinged line of attachment and along one of said first score line portions.,7,0,
3930607,9,9. A container in accordance with claim 8 wherein the angle of intersection between said first hinged line of attachment and said each second score line portion is within the range of from about 90.degree. to about 120.degree. and wherein the angle of intersection between said second hinged line of attachment and each said first score line portion is within the range of from about 90.degree. to about 120.degree..,8,0,
3930607,13,13. A container in accordance with claim 12 wherein said second hinged line of attachment and one of said score lines intersect at one corner of each said inner supporting panels and wherein each said inner supporting panel is attached to other portions of said first closure engaging means only along said second hinged line of attachment and along said score line.,12,0,
3930607,27,"27. A blank in accordance with claim 24 wherein each said supporting panel group additionally comprises two outer supporting panels each attached to said container body along said first hinged line of attachment and to an adjacent spacing panel along a second score line portion which intersects said first hinged line of attachment, said outer supporting panels being spaced from said inner supporting panels by a preselected distance D.",24,0,
3930607,33,"33. A blank in accordance with claim 32 additionally comprising a closure engaging means attached to said second side of said main body along a third hinged line of attachment, said closure engaging means comprising:1. a plurality of additional closure supporting panel groups,2. each said additional supporting panel group comprising two additional supporting panels attached to said main body along said third hinged line of attachment;3. a plurality of additional spacing panels, each end of each said additional closure supporting panel group being adjacent an additional spacing panel and attached thereto along a third score line portion which intersects said third line of attachment; anda plurality of cuts extending between adjacent said body score lines, said cuts being located a preselected distance from said third hinged line of attachment.",32,0,
3930607,20,20. A container in accordance with claim 19 wherein each said outer supporting panel and each said spacing panel is adhered to the inside surface of said body.,19,0,
3930607,28,"28. A blank in accordance with claim 27 wherein each said inner supporting panel is attached to the remainder of said closure engaging panel only along said second hinged line of attachment and along said first score line portion, wherein the portion of said second hinged line of attachment adjacent said inner supporting panel and said first score line portion intersect at an angle within the range of from about 90.degree. to about 120.degree., wherein each said outer supporting panel is attached to the remainder of said closure engaging panel only along said first hinged line of attachment and along said second score line portion, and wherein the portion of said first hinged line of attachment adjacent said inner supporting panel and said second score line portion intersect at an angle within the range of from about 90.degree. to about 120.degree..",27,0,
3930607,11,"11. A container in accordance with claim 1 additionally comprising a metal band folded around said first hinged line of attachment and affixed to said first end of said body, said metal band extending across each said closure engaging panel to within a distance D of each said inner supporting panel.",1,0,
3930607,3,3. A container in accordance with claim 2 wherein said second hinged line of attachment and one of said score lines intersect at one corner of each said inner supporting panels and wherein each said inner supporting panel is attached to other portions of said first closure engaging means only along said second hinged line of attachment and along said score line.,2,0,
3930607,16,"16. A container in accordance with claim 1 wherein each said supporting panel group additionally comprises two outer supporting panels, each of said outer supporting panels being connected to the other and to its adjacent spacing panel and being unconnected to any other portion of said container, the outer supporting panels and inner supporting panels of each supporting panel group being separated by a distance D.",1,0,
3930607,1,"1. A container comprising:a tubular body having a first end and a second end;a first closure engaging means associated with said first end of said tubular body, said first closure engaging means comprising a plurality of closure engaging panels connected by a first hinged line of attachment to, and folded inwardly from, said first end of said body; each said closure engaging panel comprising:1. a bonding strip located along the side of said engaging panel opposite said first hinged line of attachment to said first end of said body, said bonding strip adhered to the inside surface of said body;2. at least one closure supporting panel group, each said supporting panel group comprising two inner supporting panels attached to said bonding strip along a second hinged line of attachment; and3. a plurality of spacing panels positioned so that each end of each said supporting panel group is adjacent a spacing panel;first closure means adapted to be operably engaged to said first closure engaging means;a second closure engaging means associated with said second end of said tubular body; andsecond closure means adapted to be operably engaged to said second closure engaging means.",,1,
3930607,26,"26. A blank in accordance with claim 25 wherein a body score line extends from each edge of each said spacing panel adjacent said first hinged line of attachment and from the center of each supporting panel group adjacent said first hinged line of attachment, partially across said rectangular main body.",25,0,
3930607,4,4. A container in accordance with claim 3 wherein the angle of intersection between said second hinged line of attachment and said score line is within the range of from about 90.degree. to about 120.degree..,3,0,
3930607,25,25. A blank in accordance with claim 24 wherein each said inner supporting panel is attached to the remainder of said closure engaging panel only along said second hinged line of attachment and along said first score line portion and wherein the portion of said second hinged line of attachment adjacent said inner supporting panel and said first score line portion intersect at an angle within the range of from about 90.degree. to about 120.degree..,24,0,
3930607,19,19. A container in accordance with claim 18 wherein the angle of intersection between said second hinged line of attachment and said score line is within the range of from about 90.degree. to about 120.degree..,18,0,
3930607,34,"34. A blank in accordance with claim 32 wherein each said spacing panel, each said outer supporting panel and the portions of said bonding strip adjacent each said spacing panel are coated with an adhesive material.",32,0,
3930607,31,31. A blank in accordance with claim 30 wherein each said inner supporting panel is attached to the remainder of said closure engaging panel only along said second hinged line of attachment and along said first score line portion and wherein the portion of said second hinged line of attachment adjacent said inner supporting panel and said first score line portion intersect at an angle within the range of from about 90.degree. to about 120.degree..,30,0,
3930607,12,12. A container in accordance with claim 11 wherein each said inner supporting panels is connected along a score line to an adjacent spacing panel.,11,0,
3930607,14,14. A container in accordance with claim 13 wherein the angle of intersection between said second hinged line of attachment and each said score line is within the range of from about 90.degree. to about 120.degree..,13,0,
3930607,7,7. A container in accordance with claim 6 wherein each said inner supporting panel is connected along a first score line portion to an adjacent spacing panel and wherein each said outer supporting panel is connected along a second score line portion to an adjacent spacing panel.,6,0,
3930607,17,17. A container in accordance with claim 16 wherein each said inner supporting panels is connected along a score line to an adjacent spacing panel.,16,0,
3930607,10,10. A container in accordance with claim 9 wherein said first closure means comprises a flat circular closure having an edge thickness equal to or less than D and being sized to fit within said first end of said body between an unattached portion of each said inner supporting panel and an unattached portion of each said outer supporting panel.,9,0,
3930607,6,6. A container in accordance with claim 1 wherein each said supporting panel group additionally comprises two outer supporting panels attached to said container body along said first hinged line of attachment and spaced from said inner supporting panels by a preselected distance D.,1,0,
